Site,Date,Hour,ED Enc,ED Enc Admitted
A,2018-08-21,2,14,6
A,2018-08-21,3,40,14
A,2018-08-21,4,47,13
A,2018-08-22,1,14,3
A,2018-08-22,2,14,4
A,2018-08-22,3,38,17
A,2018-08-22,4,44,12
A,2018-08-23,1,15,4
A,2018-08-23,2,27,9
A,2018-08-23,3,46,16
A,2018-08-23,4,45,13
A,2018-08-24,1,12,5
A,2018-08-24,2,38,8
A,2018-08-24,3,37,11
A,2018-08-24,4,36,7
A,2018-08-25,1,23,8
A,2018-08-25,2,36,15
A,2018-08-25,3,52,13
A,2018-08-25,4,35,6
A,2018-08-26,1,19,5
A,2018-08-26,2,31,7
A,2018-08-26,3,44,13
A,2018-08-26,4,38,10
A,2018-08-27,1,11,1
A,2018-08-27,2,24,5
A,2018-08-27,3,50,21
A,2018-08-27,4,45,15
A,2018-08-28,1,8,2
A,2018-08-28,2,26,6
A,2018-08-28,3,41,19
A,2018-08-28,4,42,12
A,2018-08-29,1,10,3
A,2018-08-29,2,25,5
A,2018-08-29,3,38,12
A,2018-08-29,4,47,12
A,2018-08-30,1,18,9
A,2018-08-30,2,20,8
A,2018-08-30,3,44,9
A,2018-08-30,4,31,4
A,2018-08-31,1,13,4
A,2018-08-31,2,26,7
A,2018-08-31,3,43,14
A,2018-08-31,4,37,10
A,2018-09-01,1,19,7
A,2018-09-01,2,27,6
A,2018-09-01,3,38,6
A,2018-09-01,4,35,6
A,2018-09-02,1,11,0
A,2018-09-02,2,30,10
A,2018-09-02,3,37,9
A,2018-09-02,4,33,6
A,2018-09-03,1,18,8
A,2018-09-03,2,37,8
A,2018-09-03,3,49,14
A,2018-09-03,4,40,12
A,2018-09-04,1,15,5
A,2018-09-04,2,32,15
A,2018-09-04,3,32,6
A,2018-09-04,4,32,8
A,2018-09-05,1,12,3
A,2018-09-05,2,28,10
A,2018-09-05,3,39,17
A,2018-09-05,4,39,11
A,2018-09-06,1,17,6
A,2018-09-06,2,34,15
A,2018-09-06,3,39,13
A,2018-09-06,4,55,16
A,2018-09-07,1,12,4
A,2018-09-07,2,28,9
A,2018-09-07,3,38,14
A,2018-09-07,4,41,11
A,2018-09-08,1,11,2
A,2018-09-08,2,24,2
A,2018-09-08,3,49,10
A,2018-09-08,4,37,8
A,2018-09-09,1,13,3
A,2018-09-09,2,19,6
A,2018-09-09,3,40,9
A,2018-09-09,4,25,9
A,2018-09-10,1,21,6
A,2018-09-10,2,20,4
A,2018-09-10,3,50,15
A,2018-09-10,4,50,17
A,2018-09-11,1,15,4
A,2018-09-11,2,29,11
A,2018-09-11,3,36,16
A,2018-09-11,4,41,13
A,2018-09-12,1,20,5
A,2018-09-12,2,34,9
A,2018-09-12,3,51,14
A,2018-09-12,4,42,12
A,2018-09-13,1,8,1
A,2018-09-13,2,15,5
A,2018-09-13,3,38,13
A,2018-09-13,4,41,14
A,2018-09-14,1,12,1
A,2018-09-14,2,30,13
A,2018-09-14,3,47,17
A,2018-09-14,4,31,12
A,2018-09-15,1,13,3
A,2018-09-15,2,23,4
A,2018-09-15,3,43,17
A,2018-09-15,4,42,13
A,2018-09-16,1,20,5
A,2018-09-16,2,30,6
A,2018-09-16,3,42,13
A,2018-09-16,4,50,14
A,2018-09-17,1,18,9
A,2018-09-17,2,41,12
A,2018-09-17,3,41,6
A,2018-09-17,4,35,10
A,2018-09-18,1,18,5
A,2018-09-18,2,36,14
A,2018-09-18,3,30,7
A,2018-09-18,4,45,11
A,2018-09-19,1,13,5
A,2018-09-19,2,28,14
A,2018-09-19,3,35,12
A,2018-09-19,4,36,11
A,2018-09-20,1,17,4
A,2018-09-20,2,25,4
A,2018-09-20,3,40,10
A,2018-09-20,4,41,8
A,2018-09-21,1,12,7
A,2018-09-21,2,23,6
A,2018-09-21,3,39,12
A,2018-09-21,4,27,10
A,2018-09-22,1,14,5
A,2018-09-22,2,35,8
A,2018-09-22,3,45,14
A,2018-09-22,4,41,12
A,2018-09-23,1,21,12
A,2018-09-23,2,28,8
A,2018-09-23,3,45,12
A,2018-09-23,4,39,6
A,2018-09-24,1,19,5
A,2018-09-24,2,30,7
A,2018-09-24,3,39,18
A,2018-09-24,4,36,9
A,2018-09-25,1,18,6
A,2018-09-25,2,22,10
A,2018-09-25,3,33,8
A,2018-09-25,4,38,12
A,2018-09-26,1,22,6
A,2018-09-26,2,32,12
A,2018-09-26,3,44,17
A,2018-09-26,4,46,19
A,2018-09-27,1,14,2
A,2018-09-27,2,22,1
A,2018-09-27,3,36,7
A,2018-09-27,4,41,14
A,2018-09-28,1,13,2
A,2018-09-28,2,14,2
A,2018-09-28,3,34,10
A,2018-09-28,4,40,10
A,2018-09-29,1,18,7
A,2018-09-29,2,20,6
A,2018-09-29,3,35,18
A,2018-09-29,4,40,9
A,2018-09-30,1,21,2
A,2018-09-30,2,18,5
A,2018-09-30,3,41,9
A,2018-09-30,4,38,6
A,2018-10-01,1,11,2
A,2018-10-01,2,29,5
A,2018-10-01,3,54,10
A,2018-10-01,4,40,7
A,2018-10-02,1,8,4
A,2018-10-02,2,40,13
A,2018-10-02,3,37,8
A,2018-10-02,4,43,9
A,2018-10-03,1,15,6
A,2018-10-03,2,30,6
A,2018-10-03,3,47,14
A,2018-10-03,4,33,8
A,2018-10-04,1,18,5
A,2018-10-04,2,26,8
A,2018-10-04,3,35,9
A,2018-10-04,4,41,9
A,2018-10-05,1,13,3
A,2018-10-05,2,25,13
A,2018-10-05,3,35,12
A,2018-10-05,4,34,10
A,2018-10-06,1,18,3
A,2018-10-06,2,24,7
A,2018-10-06,3,31,5
A,2018-10-06,4,34,10
A,2018-10-07,1,12,2
A,2018-10-07,2,26,9
A,2018-10-07,3,50,11
A,2018-10-07,4,30,11
A,2018-10-08,1,13,6
A,2018-10-08,2,29,5
A,2018-10-08,3,47,15
A,2018-10-08,4,48,15
A,2018-10-09,1,15,2
A,2018-10-09,2,24,6
A,2018-10-09,3,58,17
A,2018-10-09,4,34,11
A,2018-10-10,1,14,6
A,2018-10-10,2,35,11
A,2018-10-10,3,38,9
A,2018-10-10,4,30,10
A,2018-10-11,1,10,4
A,2018-10-11,2,23,5
A,2018-10-11,3,44,14
A,2018-10-11,4,28,5
A,2018-10-12,1,8,3
A,2018-10-12,2,23,12
A,2018-10-12,3,25,7
A,2018-10-12,4,40,10
A,2018-10-13,1,10,2
A,2018-10-13,2,30,5
A,2018-10-13,3,43,9
A,2018-10-13,4,40,10
A,2018-10-14,1,16,6
A,2018-10-14,2,32,14
A,2018-10-14,3,40,11
A,2018-10-14,4,46,13
A,2018-10-15,1,14,3
A,2018-10-15,2,26,11
A,2018-10-15,3,47,19
A,2018-10-15,4,49,14
A,2018-10-16,1,15,3
A,2018-10-16,2,17,4
A,2018-10-16,3,46,14
A,2018-10-16,4,46,16
A,2018-10-17,1,11,4
A,2018-10-17,2,35,7
A,2018-10-17,3,34,8
A,2018-10-17,4,42,16
A,2018-10-18,1,10,5
A,2018-10-18,2,28,10
A,2018-10-18,3,27,10
A,2018-10-18,4,37,12
A,2018-10-19,1,15,7
A,2018-10-19,2,20,5
A,2018-10-19,3,40,13
A,2018-10-19,4,33,9
A,2018-10-20,1,22,10
A,2018-10-20,2,23,6
A,2018-10-20,3,44,10
A,2018-10-20,4,23,8
A,2018-10-21,1,12,4
A,2018-10-21,2,29,3
A,2018-10-21,3,38,10
A,2018-10-21,4,35,9
A,2018-10-22,1,21,2
A,2018-10-22,2,24,6
A,2018-10-22,3,45,14
A,2018-10-22,4,45,17
A,2018-10-23,1,21,7
A,2018-10-23,2,19,3
A,2018-10-23,3,31,9
A,2018-10-23,4,31,3
A,2018-10-24,1,15,6
A,2018-10-24,2,28,6
A,2018-10-24,3,40,16
A,2018-10-24,4,41,9
A,2018-10-25,1,8,3
A,2018-10-25,2,24,10
A,2018-10-25,3,30,8
A,2018-10-25,4,35,11
A,2018-10-26,1,13,6
A,2018-10-26,2,22,10
A,2018-10-26,3,46,21
A,2018-10-26,4,44,17
A,2018-10-27,1,15,5
A,2018-10-27,2,37,12
A,2018-10-27,3,30,9
A,2018-10-27,4,33,10
A,2018-10-28,1,21,7
A,2018-10-28,2,26,2
A,2018-10-28,3,54,11
A,2018-10-28,4,45,13
A,2018-10-29,1,23,8
A,2018-10-29,2,32,5
A,2018-10-29,3,41,16
A,2018-10-29,4,41,11
A,2018-10-30,1,16,8
A,2018-10-30,2,35,12
A,2018-10-30,3,33,11
A,2018-10-30,4,36,9
A,2018-10-31,1,8,4
A,2018-10-31,2,20,10
A,2018-10-31,3,33,10
A,2018-10-31,4,34,8
A,2018-11-01,1,19,8
A,2018-11-01,2,23,8
A,2018-11-01,3,31,9
A,2018-11-01,4,29,7
A,2018-11-02,1,19,5
A,2018-11-02,2,23,5
A,2018-11-02,3,40,15
A,2018-11-02,4,33,10
A,2018-11-03,1,12,4
A,2018-11-03,2,36,8
A,2018-11-03,3,42,13
A,2018-11-03,4,37,8
A,2018-11-04,1,22,2
A,2018-11-04,2,43,15
A,2018-11-04,3,48,12
A,2018-11-04,4,33,9
A,2018-11-05,1,10,6
A,2018-11-05,2,24,9
A,2018-11-05,3,45,25
A,2018-11-05,4,30,11
A,2018-11-06,1,19,3
A,2018-11-06,2,31,8
A,2018-11-06,3,34,14
A,2018-11-06,4,40,13
A,2018-11-07,1,11,5
A,2018-11-07,2,26,11
A,2018-11-07,3,35,11
A,2018-11-07,4,32,11
A,2018-11-08,1,13,6
A,2018-11-08,2,26,13
A,2018-11-08,3,39,10
A,2018-11-08,4,52,10
A,2018-11-09,1,12,3
A,2018-11-09,2,27,11
A,2018-11-09,3,36,10
A,2018-11-09,4,38,9
A,2018-11-10,1,15,8
A,2018-11-10,2,24,8
A,2018-11-10,3,44,9
A,2018-11-10,4,37,10
A,2018-11-11,1,13,5
A,2018-11-11,2,31,10
A,2018-11-11,3,34,9
A,2018-11-11,4,37,12
A,2018-11-12,1,15,6
A,2018-11-12,2,26,7
A,2018-11-12,3,44,16
A,2018-11-12,4,40,11
A,2018-11-13,1,12,4
A,2018-11-13,2,24,8
A,2018-11-13,3,35,9
A,2018-11-13,4,28,12
A,2018-11-14,1,8,2
A,2018-11-14,2,25,8
A,2018-11-14,3,44,12
A,2018-11-14,4,36,15
A,2018-11-15,1,11,4
A,2018-11-15,2,20,7
A,2018-11-15,3,40,15
A,2018-11-15,4,29,8
A,2018-11-16,1,11,1
A,2018-11-16,2,34,10
A,2018-11-16,3,40,20
A,2018-11-16,4,30,10
A,2018-11-17,1,21,5
A,2018-11-17,2,33,12
A,2018-11-17,3,40,10
A,2018-11-17,4,29,7
A,2018-11-18,1,11,4
A,2018-11-18,2,32,9
A,2018-11-18,3,42,16
A,2018-11-18,4,35,8
A,2018-11-19,1,11,4
A,2018-11-19,2,24,6
A,2018-11-19,3,44,15
A,2018-11-19,4,47,13
A,2018-11-20,1,19,9
A,2018-11-20,2,20,8
A,2018-11-20,3,52,19
A,2018-11-20,4,39,11
A,2018-11-21,1,12,4
A,2018-11-21,2,32,8
A,2018-11-21,3,29,13
A,2018-11-21,4,38,7
A,2018-11-22,1,13,2
A,2018-11-22,2,26,6
A,2018-11-22,3,35,9
A,2018-11-22,4,35,16
A,2018-11-23,1,15,6
A,2018-11-23,2,25,12
A,2018-11-23,3,49,25
A,2018-11-23,4,40,10
A,2018-11-24,1,14,4
A,2018-11-24,2,39,10
A,2018-11-24,3,44,17
A,2018-11-24,4,47,15
A,2018-11-25,1,18,7
A,2018-11-25,2,28,3
A,2018-11-25,3,34,14
A,2018-11-25,4,36,11
A,2018-11-26,1,13,6
A,2018-11-26,2,39,16
A,2018-11-26,3,33,14
A,2018-11-26,4,41,13
A,2018-11-27,1,18,3
A,2018-11-27,2,31,10
A,2018-11-27,3,46,19
A,2018-11-27,4,34,6
A,2018-11-28,1,14,6
A,2018-11-28,2,22,11
A,2018-11-28,3,34,14
A,2018-11-28,4,37,10
A,2018-11-29,1,11,4
A,2018-11-29,2,25,9
A,2018-11-29,3,48,11
A,2018-11-29,4,31,8
A,2018-11-30,1,11,1
A,2018-11-30,2,29,12
A,2018-11-30,3,48,11
A,2018-11-30,4,35,10
A,2018-12-01,1,23,5
A,2018-12-01,2,19,6
A,2018-12-01,3,30,9
A,2018-12-01,4,25,8
A,2018-12-02,1,17,3
A,2018-12-02,2,35,8
A,2018-12-02,3,34,11
A,2018-12-02,4,43,10
A,2018-12-03,1,22,3
A,2018-12-03,2,32,12
A,2018-12-03,3,44,12
A,2018-12-03,4,47,10
A,2018-12-04,1,8,3
A,2018-12-04,2,28,4
A,2018-12-04,3,38,11
A,2018-12-04,4,29,8
A,2018-12-05,1,10,3
A,2018-12-05,2,29,7
A,2018-12-05,3,32,13
A,2018-12-05,4,47,16
A,2018-12-06,1,16,6
A,2018-12-06,2,31,12
A,2018-12-06,3,39,15
A,2018-12-06,4,40,13
A,2018-12-07,1,15,10
A,2018-12-07,2,25,15
A,2018-12-07,3,29,10
A,2018-12-07,4,35,14
A,2018-12-08,1,10,0
A,2018-12-08,2,17,7
A,2018-12-08,3,43,17
A,2018-12-08,4,37,6
A,2018-12-09,1,12,4
A,2018-12-09,2,19,2
A,2018-12-09,3,51,10
A,2018-12-09,4,32,10
A,2018-12-10,1,12,5
A,2018-12-10,2,24,9
A,2018-12-10,3,57,20
A,2018-12-10,4,29,4
A,2018-12-11,1,17,6
A,2018-12-11,2,25,7
A,2018-12-11,3,45,14
A,2018-12-11,4,41,10
A,2018-12-12,1,15,2
A,2018-12-12,2,29,8
A,2018-12-12,3,33,12
A,2018-12-12,4,40,13
A,2018-12-13,1,16,7
A,2018-12-13,2,25,12
A,2018-12-13,3,27,7
A,2018-12-13,4,38,10
A,2018-12-14,1,14,6
A,2018-12-14,2,26,8
A,2018-12-14,3,36,15
A,2018-12-14,4,44,10
A,2018-12-15,1,13,4
A,2018-12-15,2,29,13
A,2018-12-15,3,27,10
A,2018-12-15,4,43,11
A,2018-12-16,1,5,2
A,2018-12-16,2,27,9
A,2018-12-16,3,49,16
A,2018-12-16,4,54,14
A,2018-12-17,1,15,4
A,2018-12-17,2,24,1
A,2018-12-17,3,45,11
A,2018-12-17,4,47,15
A,2018-12-18,1,13,4
A,2018-12-18,2,29,13
A,2018-12-18,3,40,14
A,2018-12-18,4,43,9
A,2018-12-19,1,18,5
A,2018-12-19,2,27,12
A,2018-12-19,3,30,11
A,2018-12-19,4,40,11
A,2018-12-20,1,14,4
A,2018-12-20,2,24,7
A,2018-12-20,3,33,11
A,2018-12-20,4,42,7
A,2018-12-21,1,11,4
A,2018-12-21,2,33,9
A,2018-12-21,3,38,8
A,2018-12-21,4,36,9
A,2018-12-22,1,18,10
A,2018-12-22,2,27,7
A,2018-12-22,3,45,10
A,2018-12-22,4,30,12
A,2018-12-23,1,16,4
A,2018-12-23,2,25,7
A,2018-12-23,3,49,16
A,2018-12-23,4,32,6
A,2018-12-24,1,23,8
A,2018-12-24,2,23,5
A,2018-12-24,3,50,16
A,2018-12-24,4,26,4
A,2018-12-25,1,16,3
A,2018-12-25,2,28,12
A,2018-12-25,3,46,15
A,2018-12-25,4,45,10
A,2018-12-26,1,19,3
A,2018-12-26,2,37,13
A,2018-12-26,3,35,14
A,2018-12-26,4,35,10
A,2018-12-27,1,15,4
A,2018-12-27,2,26,11
A,2018-12-27,3,42,15
A,2018-12-27,4,34,10
A,2018-12-28,1,17,6
A,2018-12-28,2,26,10
A,2018-12-28,3,44,14
A,2018-12-28,4,35,9
A,2018-12-29,1,15,4
A,2018-12-29,2,33,10
A,2018-12-29,3,45,21
A,2018-12-29,4,33,10
A,2018-12-30,1,21,7
A,2018-12-30,2,24,7
A,2018-12-30,3,37,15
A,2018-12-30,4,39,6
A,2018-12-31,1,14,1
A,2018-12-31,2,21,10
A,2018-12-31,3,41,9
A,2018-12-31,4,34,8
A,2019-01-01,1,9,4
A,2019-01-01,2,26,7
A,2019-01-01,3,35,7
A,2019-01-01,4,38,9
A,2019-01-02,1,9,1
A,2019-01-02,2,23,7
A,2019-01-02,3,53,16
A,2019-01-02,4,41,12
A,2019-01-03,1,9,4
A,2019-01-03,2,25,4
A,2019-01-03,3,51,22
A,2019-01-03,4,43,9
A,2019-01-04,1,15,3
A,2019-01-04,2,33,10
A,2019-01-04,3,47,26
A,2019-01-04,4,33,14
A,2019-01-05,1,16,6
A,2019-01-05,2,41,7
A,2019-01-05,3,44,13
A,2019-01-05,4,38,12
A,2019-01-06,1,15,2
A,2019-01-06,2,18,8
A,2019-01-06,3,45,12
A,2019-01-06,4,35,7
A,2019-01-07,1,21,12
A,2019-01-07,2,40,11
A,2019-01-07,3,52,16
A,2019-01-07,4,43,10
A,2019-01-08,1,12,4
A,2019-01-08,2,25,12
A,2019-01-08,3,33,10
A,2019-01-08,4,38,12
A,2019-01-09,1,12,2
A,2019-01-09,2,21,9
A,2019-01-09,3,43,12
A,2019-01-09,4,23,3
A,2019-01-10,1,12,3
A,2019-01-10,2,31,8
A,2019-01-10,3,40,15
A,2019-01-10,4,42,12
A,2019-01-11,1,15,5
A,2019-01-11,2,19,8
A,2019-01-11,3,37,15
A,2019-01-11,4,34,8
A,2019-01-12,1,13,3
A,2019-01-12,2,22,6
A,2019-01-12,3,48,14
A,2019-01-12,4,40,12
A,2019-01-13,1,15,3
A,2019-01-13,2,26,8
A,2019-01-13,3,50,13
A,2019-01-13,4,42,11
A,2019-01-14,1,15,5
A,2019-01-14,2,21,8
A,2019-01-14,3,49,20
A,2019-01-14,4,47,14
A,2019-01-15,1,16,3
A,2019-01-15,2,26,7
A,2019-01-15,3,41,16
A,2019-01-15,4,44,11
A,2019-01-16,1,16,7
A,2019-01-16,2,24,8
A,2019-01-16,3,39,15
A,2019-01-16,4,40,15
A,2019-01-17,1,16,3
A,2019-01-17,2,33,11
A,2019-01-17,3,31,8
A,2019-01-17,4,45,12
A,2019-01-18,1,20,8
A,2019-01-18,2,17,4
A,2019-01-18,3,33,18
A,2019-01-18,4,41,16
A,2019-01-19,1,10,2
A,2019-01-19,2,24,7
A,2019-01-19,3,37,12
A,2019-01-19,4,42,12
A,2019-01-20,1,18,6
A,2019-01-20,2,25,5
A,2019-01-20,3,39,12
A,2019-01-20,4,39,5
A,2019-01-21,1,15,5
A,2019-01-21,2,37,15
A,2019-01-21,3,47,11
A,2019-01-21,4,33,11
A,2019-01-22,1,14,9
A,2019-01-22,2,26,10
A,2019-01-22,3,41,7
A,2019-01-22,4,44,12
A,2019-01-23,1,15,4
A,2019-01-23,2,21,10
A,2019-01-23,3,41,14
A,2019-01-23,4,35,10
A,2019-01-24,1,18,6
A,2019-01-24,2,26,7
A,2019-01-24,3,28,7
A,2019-01-24,4,42,8
A,2019-01-25,1,10,3
A,2019-01-25,2,26,8
A,2019-01-25,3,48,17
A,2019-01-25,4,51,17
A,2019-01-26,1,11,4
A,2019-01-26,2,19,4
A,2019-01-26,3,45,12
A,2019-01-26,4,41,16
A,2019-01-27,1,18,3
A,2019-01-27,2,25,3
A,2019-01-27,3,36,14
A,2019-01-27,4,42,11
A,2019-01-28,1,14,2
A,2019-01-28,2,37,9
A,2019-01-28,3,41,13
A,2019-01-28,4,49,12
A,2019-01-29,1,18,2
A,2019-01-29,2,25,8
A,2019-01-29,3,32,8
A,2019-01-29,4,15,5
A,2019-01-30,1,10,4
A,2019-01-30,2,19,7
A,2019-01-30,3,33,7
A,2019-01-30,4,31,6
A,2019-01-31,1,11,4
A,2019-01-31,2,22,12
A,2019-01-31,3,33,9
A,2019-01-31,4,43,12
A,2019-02-01,1,13,3
A,2019-02-01,2,32,10
A,2019-02-01,3,41,15
A,2019-02-01,4,44,9
A,2019-02-02,1,16,4
A,2019-02-02,2,27,9
A,2019-02-02,3,44,17
A,2019-02-02,4,39,8
A,2019-02-03,1,19,4
A,2019-02-03,2,35,12
A,2019-02-03,3,37,13
A,2019-02-03,4,40,14
A,2019-02-04,1,18,3
A,2019-02-04,2,44,15
A,2019-02-04,3,44,13
A,2019-02-04,4,34,9
A,2019-02-05,1,11,2
A,2019-02-05,2,29,8
A,2019-02-05,3,49,15
A,2019-02-05,4,38,11
A,2019-02-06,1,7,3
A,2019-02-06,2,23,4
A,2019-02-06,3,45,18
A,2019-02-06,4,30,6
A,2019-02-07,1,14,2
A,2019-02-07,2,23,6
A,2019-02-07,3,39,13
A,2019-02-07,4,27,6
A,2019-02-08,1,11,3
A,2019-02-08,2,26,12
A,2019-02-08,3,36,10
A,2019-02-08,4,27,9
A,2019-02-09,1,17,4
A,2019-02-09,2,23,4
A,2019-02-09,3,47,18
A,2019-02-09,4,36,9
A,2019-02-10,1,19,4
A,2019-02-10,2,32,13
A,2019-02-10,3,57,14
A,2019-02-10,4,43,8
A,2019-02-11,1,17,4
A,2019-02-11,2,36,6
A,2019-02-11,3,31,12
A,2019-02-11,4,36,6
A,2019-02-12,1,15,6
A,2019-02-12,2,28,9
A,2019-02-12,3,32,10
A,2019-02-12,4,37,11
A,2019-02-13,1,12,4
A,2019-02-13,2,39,4
A,2019-02-13,3,36,14
A,2019-02-13,4,34,11
A,2019-02-14,1,16,7
A,2019-02-14,2,28,9
A,2019-02-14,3,40,9
A,2019-02-14,4,34,11
A,2019-02-15,1,17,6
A,2019-02-15,2,25,16
A,2019-02-15,3,39,9
A,2019-02-15,4,33,9
A,2019-02-16,1,15,3
A,2019-02-16,2,38,6
A,2019-02-16,3,45,12
A,2019-02-16,4,36,17
A,2019-02-17,1,12,2
A,2019-02-17,2,29,6
A,2019-02-17,3,45,17
A,2019-02-17,4,46,7
A,2019-02-18,1,15,3
A,2019-02-18,2,20,6
A,2019-02-18,3,49,14
A,2019-02-18,4,43,12
A,2019-02-19,1,15,6
A,2019-02-19,2,21,9
A,2019-02-19,3,49,14
A,2019-02-19,4,48,18
A,2019-02-20,1,13,3
A,2019-02-20,2,18,8
A,2019-02-20,3,47,19
A,2019-02-20,4,34,7
A,2019-02-21,1,20,3
A,2019-02-21,2,31,14
A,2019-02-21,3,27,8
A,2019-02-21,4,47,5
A,2019-02-22,1,9,3
A,2019-02-22,2,32,7
A,2019-02-22,3,40,18
A,2019-02-22,4,40,6
A,2019-02-23,1,17,5
A,2019-02-23,2,22,9
A,2019-02-23,3,42,6
A,2019-02-23,4,37,11
A,2019-02-24,1,8,1
A,2019-02-24,2,25,9
A,2019-02-24,3,41,8
A,2019-02-24,4,35,11
A,2019-02-25,1,14,5
A,2019-02-25,2,50,12
A,2019-02-25,3,50,14
A,2019-02-25,4,31,5
A,2019-02-26,1,15,7
A,2019-02-26,2,23,10
A,2019-02-26,3,29,8
A,2019-02-26,4,35,10
A,2019-02-27,1,11,7
A,2019-02-27,2,26,7
A,2019-02-27,3,39,14
A,2019-02-27,4,38,11
A,2019-02-28,1,10,6
A,2019-02-28,2,16,4
A,2019-02-28,3,47,20
A,2019-02-28,4,38,8
A,2019-03-01,1,19,4
A,2019-03-01,2,23,8
A,2019-03-01,3,46,19
A,2019-03-01,4,40,17
A,2019-03-02,1,22,10
A,2019-03-02,2,29,6
A,2019-03-02,3,41,14
A,2019-03-02,4,39,6
A,2019-03-03,1,15,1
A,2019-03-03,2,27,12
A,2019-03-03,3,48,14
A,2019-03-03,4,34,6
A,2019-03-04,1,14,2
A,2019-03-04,2,20,5
A,2019-03-04,3,39,8
A,2019-03-04,4,30,4
A,2019-03-05,1,14,8
A,2019-03-05,2,27,7
A,2019-03-05,3,33,8
A,2019-03-05,4,36,6
A,2019-03-06,1,12,4
A,2019-03-06,2,24,8
A,2019-03-06,3,35,13
A,2019-03-06,4,49,17
A,2019-03-07,1,12,3
A,2019-03-07,2,24,7
A,2019-03-07,3,48,13
A,2019-03-07,4,41,6
A,2019-03-08,1,13,4
A,2019-03-08,2,31,9
A,2019-03-08,3,46,14
A,2019-03-08,4,28,13
A,2019-03-09,1,12,2
A,2019-03-09,2,25,11
A,2019-03-09,3,26,7
A,2019-03-09,4,32,6
A,2019-03-10,1,11,5
A,2019-03-10,2,30,7
A,2019-03-10,3,48,16
A,2019-03-10,4,53,19
A,2019-03-11,1,14,2
A,2019-03-11,2,26,11
A,2019-03-11,3,36,17
A,2019-03-11,4,43,10
A,2019-03-12,1,11,2
A,2019-03-12,2,24,4
A,2019-03-12,3,45,16
A,2019-03-12,4,45,8
A,2019-03-13,1,18,5
A,2019-03-13,2,26,5
A,2019-03-13,3,35,12
A,2019-03-13,4,32,9
A,2019-03-14,1,17,3
A,2019-03-14,2,26,9
A,2019-03-14,3,36,13
A,2019-03-14,4,32,6
A,2019-03-15,1,13,4
A,2019-03-15,2,24,4
A,2019-03-15,3,48,17
A,2019-03-15,4,48,12
A,2019-03-16,1,19,8
A,2019-03-16,2,24,7
A,2019-03-16,3,39,14
A,2019-03-16,4,27,12
A,2019-03-17,1,14,2
A,2019-03-17,2,35,9
A,2019-03-17,3,39,12
A,2019-03-17,4,49,15
A,2019-03-18,1,15,5
A,2019-03-18,2,31,7
A,2019-03-18,3,49,11
A,2019-03-18,4,33,7
A,2019-03-19,1,20,5
A,2019-03-19,2,43,13
A,2019-03-19,3,32,12
A,2019-03-19,4,43,9
A,2019-03-20,1,12,5
A,2019-03-20,2,27,9
A,2019-03-20,3,35,12
A,2019-03-20,4,27,2
A,2019-03-21,1,15,2
A,2019-03-21,2,17,3
A,2019-03-21,3,46,12
A,2019-03-21,4,41,12
A,2019-03-22,1,17,6
A,2019-03-22,2,28,8
A,2019-03-22,3,43,14
A,2019-03-22,4,33,7
A,2019-03-23,1,14,5
A,2019-03-23,2,31,13
A,2019-03-23,3,44,13
A,2019-03-23,4,43,10
A,2019-03-24,1,23,7
A,2019-03-24,2,24,9
A,2019-03-24,3,25,6
A,2019-03-24,4,43,7
A,2019-03-25,1,17,2
A,2019-03-25,2,21,4
A,2019-03-25,3,48,13
A,2019-03-25,4,33,9
A,2019-03-26,1,8,4
A,2019-03-26,2,27,5
A,2019-03-26,3,45,15
A,2019-03-26,4,34,11
A,2019-03-27,1,11,5
A,2019-03-27,2,28,5
A,2019-03-27,3,46,14
A,2019-03-27,4,56,10
A,2019-03-28,1,13,5
A,2019-03-28,2,34,10
A,2019-03-28,3,38,20
A,2019-03-28,4,41,13
A,2019-03-29,1,14,5
A,2019-03-29,2,21,7
A,2019-03-29,3,40,15
A,2019-03-29,4,29,10
A,2019-03-30,1,10,3
A,2019-03-30,2,23,11
A,2019-03-30,3,44,13
A,2019-03-30,4,32,11
A,2019-03-31,1,19,4
A,2019-03-31,2,33,8
A,2019-03-31,3,38,14
A,2019-03-31,4,30,9
A,2019-04-01,1,16,3
A,2019-04-01,2,29,7
A,2019-04-01,3,45,16
A,2019-04-01,4,34,6
A,2019-04-02,1,12,2
A,2019-04-02,2,22,7
A,2019-04-02,3,44,16
A,2019-04-02,4,31,5
A,2019-04-03,1,14,8
A,2019-04-03,2,26,7
A,2019-04-03,3,40,12
A,2019-04-03,4,27,10
A,2019-04-04,1,17,6
A,2019-04-04,2,29,10
A,2019-04-04,3,48,16
A,2019-04-04,4,33,8
A,2019-04-05,1,14,3
A,2019-04-05,2,23,5
A,2019-04-05,3,49,16
A,2019-04-05,4,32,10
A,2019-04-06,1,17,1
A,2019-04-06,2,22,9
A,2019-04-06,3,44,12
A,2019-04-06,4,36,10
A,2019-04-07,1,11,0
A,2019-04-07,2,15,4
A,2019-04-07,3,42,13
A,2019-04-07,4,42,12
A,2019-04-08,1,12,4
A,2019-04-08,2,31,11
A,2019-04-08,3,59,29
A,2019-04-08,4,40,11
A,2019-04-09,1,15,5
A,2019-04-09,2,32,11
A,2019-04-09,3,45,19
A,2019-04-09,4,31,6
A,2019-04-10,1,8,3
A,2019-04-10,2,23,8
A,2019-04-10,3,49,15
A,2019-04-10,4,35,10
