Year,Month,Weekday,Site,ED Enc,ED Enc Admitted
2025,2.4333333333333336,5,D,72,9
2021,1.5333333333333332,7,B,161,29
2020,2.9,5,B,146,42
2025,3.3333333333333335,2,B,174,64
2022,10.5,7,D,65,16
2019,9.133333333333333,4,A,124,38
2020,7.0,3,D,65,9
2019,8.066666666666666,6,A,104,17
2020,12.7,2,D,55,8
2021,8.166666666666666,5,B,162,43
2024,2.2,3,B,183,54
2022,10.466666666666667,6,A,109,30
2022,7.7,5,B,168,49
2020,7.0,3,C,83,33
2024,12.166666666666666,5,C,116,44
2019,9.266666666666667,1,B,163,29
2022,10.1,2,A,114,36
2018,1.2333333333333334,1,C,87,34
2023,7.066666666666666,1,C,100,33
2020,3.7333333333333334,1,A,80,24
2020,11.066666666666666,2,A,112,30
2023,4.0,5,C,106,38
2020,11.166666666666666,5,D,76,20
2022,7.733333333333333,6,A,131,38
2019,4.166666666666667,6,C,96,38
2018,11.566666666666666,7,D,63,10
2024,8.233333333333333,4,A,101,35
2019,5.633333333333333,1,D,79,18
2024,5.6,7,A,120,34
2022,6.0,3,C,104,30
2019,4.5,2,D,90,16
2019,10.033333333333333,3,A,103,39
2021,3.8,4,B,136,34
2023,10.566666666666666,3,C,123,41
2021,5.566666666666666,2,A,130,51
2018,4.866666666666667,5,A,121,32
2018,10.8,4,C,75,25
2019,6.0,5,C,83,19
2019,5.066666666666666,5,D,71,16
2023,3.7,3,B,167,42
2018,7.866666666666667,5,B,131,22
2023,10.366666666666667,4,C,93,24
2024,3.8666666666666667,3,C,94,28
2019,2.8333333333333335,2,D,82,13
2020,8.733333333333333,7,D,83,14
2021,1.0666666666666667,7,C,82,23
2020,9.733333333333333,3,D,72,11
2019,2.033333333333333,6,B,102,23
2021,1.8,1,C,81,34
2018,4.0,7,D,69,11
2018,5.1,5,B,150,40
2020,10.066666666666666,6,C,88,35
2025,5.833333333333333,1,B,215,47
2018,8.833333333333334,7,C,103,31
2020,6.633333333333333,6,D,104,12
2019,1.4333333333333333,1,C,98,28
2022,7.566666666666666,1,B,183,52
2019,8.966666666666667,5,C,86,23
2019,7.2,7,A,123,44
2025,8.6,2,D,86,16
2024,12.366666666666667,4,C,94,20
2021,1.3,7,D,51,8
2025,1.3666666666666667,7,B,185,33
2022,7.766666666666667,7,B,187,51
2019,3.1333333333333333,2,D,63,10
2023,9.866666666666667,3,B,185,42
2021,5.1,2,C,107,26
2025,2.6,3,C,96,38
2024,3.3,7,A,133,44
2018,6.666666666666667,4,A,98,24
2019,7.7,1,B,156,38
2018,8.3,5,B,140,40
2024,6.0,6,C,97,34
2019,11.233333333333333,5,D,78,19
2025,6.733333333333333,1,B,184,45
2018,2.2333333333333334,4,D,79,18
2020,1.9,2,A,110,35
2020,10.0,4,D,62,20
2018,1.9666666666666668,2,D,71,10
2021,2.7666666666666666,3,C,78,25
2018,7.066666666666666,2,D,67,9
2019,8.566666666666666,7,D,74,8
2020,8.066666666666666,1,B,161,43
2018,4.733333333333333,1,C,77,30
2018,8.633333333333333,1,D,69,17
2023,6.366666666666666,1,D,77,17
2023,8.1,5,D,74,14
2022,5.633333333333333,5,A,130,39
2021,3.7666666666666666,3,C,86,30
2024,1.8333333333333335,5,D,74,16
2025,2.033333333333333,7,B,200,42
2019,12.5,1,C,83,21
2022,11.5,3,D,74,12
2022,12.033333333333333,5,D,79,16
2021,2.7666666666666666,3,D,59,10
2024,4.533333333333333,3,D,79,15
2024,8.8,7,D,76,11
2024,7.766666666666667,3,B,181,40
2023,12.4,3,B,189,52
2024,8.1,7,B,179,49
2019,7.733333333333333,2,C,105,36
2021,6.833333333333333,6,D,76,13
2018,8.866666666666667,1,C,75,27
2022,9.1,7,D,78,11
2024,10.4,7,D,75,13
2025,7.066666666666666,4,D,96,14
2021,11.366666666666667,5,A,125,41
2025,1.4666666666666668,3,A,136,44
2024,2.7333333333333334,5,D,61,12
2018,5.9,1,B,203,38
2019,2.066666666666667,7,B,148,36
2022,8.633333333333333,6,B,188,46
2025,2.7333333333333334,7,A,118,37
2022,6.3,5,D,77,18
2021,4.1,7,B,161,30
2024,2.066666666666667,6,C,101,33
2021,4.166666666666667,2,D,75,22
2024,7.8,4,A,124,44
2021,11.633333333333333,6,C,92,35
2022,8.0,7,A,121,40
2018,2.4333333333333336,3,B,150,42
2018,8.633333333333333,1,B,167,37
2021,11.133333333333333,5,A,118,43
2023,2.8,6,B,153,30
2022,6.566666666666666,6,A,124,32
2021,2.5,2,A,88,30
2024,3.8333333333333335,2,C,100,35
2018,9.033333333333333,7,D,82,18
2019,6.233333333333333,6,D,80,12
2021,11.0,1,B,178,44
2020,11.333333333333334,3,D,63,7
2020,3.0,7,C,101,35
2020,9.4,7,B,158,43
2023,1.5,1,D,75,9
2018,7.6,4,B,124,29
2020,7.3,5,A,114,32
2019,9.0,6,A,95,29
2023,5.133333333333334,5,C,98,34
2025,7.033333333333333,3,C,111,37
2018,9.866666666666667,4,C,89,30
2018,11.666666666666666,3,B,129,25
2024,7.933333333333334,1,B,210,52
2019,9.0,7,A,109,45
2022,10.033333333333333,7,D,67,10
2023,5.133333333333334,5,B,177,49
2024,5.3,5,C,102,32
2023,5.6,5,B,156,41
2019,10.5,3,D,76,14
2023,9.766666666666666,7,D,81,13
2020,9.6,6,B,174,49
2021,1.1666666666666667,3,A,107,40
2019,7.733333333333333,2,B,146,29
2024,3.033333333333333,6,B,180,51
2022,8.033333333333333,2,A,116,40
2018,4.166666666666667,5,D,71,11
2021,8.2,6,A,138,38
2024,5.166666666666667,1,C,129,40
2022,3.3,4,D,57,13
2025,7.5,3,A,112,41
2018,6.133333333333334,2,A,105,30
2018,2.7666666666666666,6,B,160,36
2018,12.633333333333333,4,A,113,29
2021,6.6,6,A,127,35
2021,6.466666666666667,2,A,112,40
2021,5.866666666666667,4,C,93,32
2025,1.7666666666666666,5,D,69,15
2024,6.5,7,A,134,45
2021,11.633333333333333,6,B,180,38
2024,4.233333333333333,1,A,126,48
2024,10.1,5,D,68,13
2025,4.0,2,C,84,31
2019,4.866666666666667,6,B,170,38
2020,4.7,3,D,53,10
2020,12.2,1,A,99,32
2022,2.066666666666667,4,A,99,35
2022,1.8,2,B,150,37
2022,4.933333333333334,5,C,99,25
2021,11.433333333333334,7,B,176,38
2018,7.666666666666667,6,B,147,37
2022,1.9,5,C,88,23
2025,7.633333333333333,7,D,68,13
2023,3.2666666666666666,4,A,107,37
2024,11.333333333333334,1,D,64,8
2025,7.066666666666666,4,A,125,39
2022,9.0,3,B,178,40
2019,6.766666666666667,1,D,70,14
2023,6.066666666666666,6,D,74,11
2025,1.2,2,A,105,36
2019,3.1,1,D,88,17
2018,2.2333333333333334,4,B,149,31
2020,10.966666666666667,5,C,71,26
2021,10.0,5,D,73,10
2020,6.766666666666667,3,D,65,19
2025,2.6333333333333333,4,D,72,20
2020,4.466666666666667,3,A,70,23
2021,11.3,3,D,76,11
2023,1.0333333333333334,1,B,195,41
2019,1.2,1,A,156,49
2025,1.3333333333333333,6,D,60,13
2020,6.533333333333333,3,C,79,30
2022,6.5,4,C,95,32
2022,6.533333333333333,5,D,76,15
2018,11.0,3,A,95,32
2021,7.233333333333333,4,A,120,34
2024,12.933333333333334,7,C,102,31
2024,8.9,3,C,109,35
2024,11.0,4,C,104,32
2021,9.266666666666667,4,A,139,49
2023,12.866666666666667,3,A,157,41
2020,6.733333333333333,2,C,79,20
2023,8.833333333333334,6,C,103,31
2020,10.933333333333334,4,C,78,18
2018,5.466666666666667,2,A,113,33
2024,5.4,1,B,178,55
2025,1.6,7,B,187,48
2023,5.8,4,D,102,13
2020,2.6666666666666665,5,B,171,41
2018,8.533333333333333,5,D,90,15
2018,11.933333333333334,4,D,57,7
2021,7.133333333333334,1,A,134,33
2022,7.133333333333334,2,A,128,42
2022,6.766666666666667,5,D,86,10
2024,6.733333333333333,7,C,99,25
2023,10.9,6,C,89,27
2021,10.133333333333333,2,A,138,47
2022,1.4666666666666668,6,A,124,36
2023,5.5,2,D,72,12
2018,7.733333333333333,1,C,86,25
2022,12.533333333333333,6,D,82,12
2023,3.7666666666666666,5,A,120,51
2024,10.933333333333334,2,C,101,35
2020,12.466666666666667,2,A,114,42
2019,12.533333333333333,2,D,80,12
2019,5.833333333333333,7,C,96,29
2023,4.933333333333334,6,D,65,8
2019,6.966666666666667,7,C,99,30
2021,4.5,5,D,72,14
2019,6.833333333333333,3,B,164,45
2021,4.7,4,C,102,41
2022,6.7,3,B,163,39
2020,1.6333333333333333,1,B,186,57
2023,7.833333333333333,3,C,118,33
2018,6.266666666666667,6,B,155,34
2020,4.966666666666667,4,B,113,39
2019,10.766666666666666,4,B,135,35
2022,12.8,7,C,81,17
2022,1.8666666666666667,4,B,154,31
2024,3.7,5,C,91,28
2021,4.4,2,D,63,9
2018,12.3,1,A,122,38
2023,5.033333333333333,2,A,120,50
2018,1.5666666666666667,4,B,178,47
2022,6.166666666666667,1,B,185,39
2024,2.8,7,A,140,56
2021,8.3,2,D,87,13
2025,3.8666666666666667,4,A,129,42
2025,5.633333333333333,2,B,152,37
2021,9.066666666666666,5,B,172,44
2025,7.2,1,C,97,29
2023,2.5666666666666664,6,D,72,9
2024,9.833333333333334,4,A,141,50
2024,11.066666666666666,7,C,109,27
2024,11.833333333333334,2,A,139,50
2021,5.266666666666667,7,A,106,28
2020,5.966666666666667,6,D,59,13
2019,1.1666666666666667,7,A,113,29
2018,3.4,2,C,82,23
2019,10.2,1,C,106,35
2020,4.266666666666667,4,D,40,10
2025,3.0,6,B,178,35
2019,1.2333333333333334,2,B,152,40
2018,7.066666666666666,2,B,161,39
2022,11.066666666666666,4,D,63,9
2024,3.2,4,B,141,30
2019,10.966666666666667,3,C,92,34
2020,7.166666666666667,1,A,116,40
2019,4.2,7,A,110,29
2021,8.833333333333334,4,C,76,26
2023,8.733333333333333,3,B,186,51
2022,3.8666666666666667,7,D,83,16
2023,1.9666666666666668,1,A,109,37
2019,11.533333333333333,7,D,66,17
2021,8.2,6,D,86,16
2021,1.3666666666666667,2,B,130,48
2020,11.5,1,A,118,32
2020,1.9,2,B,165,36
2018,10.5,2,A,124,37
2023,7.1,2,B,162,46
2024,4.166666666666667,6,A,137,44
2020,7.333333333333333,6,A,87,26
2019,11.466666666666667,5,D,67,10
2022,11.6,6,B,160,35
2022,9.566666666666666,7,C,115,34
2021,10.733333333333333,6,B,171,52
2023,5.8,4,A,135,40
2025,8.966666666666667,6,C,122,38
2019,4.0,1,C,70,19
2023,2.1333333333333333,7,D,70,9
2020,4.3,5,C,55,24
2018,9.3,1,B,169,41
2021,2.066666666666667,3,B,160,37
2020,12.066666666666666,4,C,65,17
2022,3.2,1,B,176,40
2018,12.466666666666667,6,B,157,33
2020,3.2,6,C,92,36
2022,11.433333333333334,1,D,92,20
2023,5.8,4,B,155,32
2024,7.533333333333333,3,D,67,11
2019,4.5,2,B,149,36
2020,8.1,2,C,103,26
2019,12.966666666666667,1,A,121,40
2018,12.533333333333333,1,C,96,24
2018,4.666666666666667,6,A,100,26
2020,1.8666666666666667,1,B,177,37
2020,10.133333333333333,1,C,87,26
2025,2.2,5,D,91,17
2019,11.0,4,D,69,17
2019,10.7,2,D,65,10
2018,9.4,4,D,68,9
2024,9.566666666666666,3,C,116,38
2019,3.6,2,A,138,39
2022,5.566666666666666,3,C,108,30
2019,6.966666666666667,7,D,81,14
2019,2.7666666666666666,7,A,109,29
2021,7.166666666666667,2,C,109,29
2024,7.833333333333333,5,C,110,40
2022,5.633333333333333,5,B,150,43
2020,12.566666666666666,5,D,69,9
2021,3.6,5,B,154,50
2022,2.8,5,C,104,29
2020,7.133333333333334,7,A,107,37
2023,1.2666666666666666,1,A,142,53
2023,1.2,6,A,120,34
2024,3.8,1,A,119,37
2025,6.4,5,A,127,34
2019,10.166666666666666,7,D,77,9
2024,12.266666666666667,1,B,191,49
2018,10.4,6,C,67,15
2018,3.6333333333333333,2,D,55,10
2020,4.766666666666667,5,C,57,23
2025,6.266666666666667,1,B,163,48
2023,2.7666666666666666,5,C,100,38
2023,7.466666666666667,6,A,119,32
2021,12.966666666666667,4,B,187,45
2021,12.0,3,B,190,54
2023,1.1,3,D,86,18
2019,1.1666666666666667,7,D,54,14
2024,12.733333333333333,1,A,136,49
2021,5.7,6,A,132,29
2022,4.333333333333333,1,B,180,61
2022,9.833333333333334,1,B,176,49
2019,8.1,7,B,184,36
2025,6.7,7,B,194,50
2018,2.033333333333333,5,C,79,20
2024,3.066666666666667,7,A,109,36
2023,4.1,2,D,64,10
2019,7.4,6,A,124,26
2020,2.1666666666666665,4,B,155,39
2023,7.1,2,A,104,37
2023,6.033333333333333,5,B,160,39
2022,7.533333333333333,7,C,100,33
2023,11.366666666666667,7,A,116,35
2018,6.133333333333334,2,D,74,8
2019,1.7,2,C,109,41
2021,11.933333333333334,1,C,104,33
2022,1.1,2,B,174,42
2025,2.5,7,B,160,30
2025,6.8,3,C,99,30
2023,7.966666666666667,7,D,84,15
2025,4.4,7,D,67,21
2018,1.7666666666666666,3,A,130,38
2025,6.833333333333333,4,A,117,42
2024,7.233333333333333,1,B,178,34
2018,10.966666666666667,2,C,68,13
2020,1.6333333333333333,1,A,126,40
2024,11.433333333333334,4,B,190,46
2024,2.2,3,A,152,54
2020,6.1,4,B,148,48
2025,1.9666666666666668,4,D,65,14
2018,7.6,4,A,122,39
2024,10.9,1,C,114,34
2023,6.433333333333334,3,B,175,56
2018,1.2333333333333334,1,B,143,38
2019,9.433333333333334,6,D,88,9
2023,3.6666666666666665,2,D,79,14
2025,7.066666666666666,4,C,119,33
2020,6.566666666666666,4,D,71,14
2025,5.166666666666667,2,D,80,13
2023,2.6666666666666665,2,A,125,40
2023,7.266666666666667,7,A,131,40
2024,3.966666666666667,6,A,127,34
2019,11.5,6,C,82,25
2025,8.166666666666666,3,D,71,16
2019,5.3,5,D,70,16
2021,12.1,6,A,118,28
2018,2.7666666666666666,6,D,66,9
2020,11.166666666666666,5,B,154,34
2022,2.8,5,B,159,47
2018,2.533333333333333,6,A,147,42
2024,9.7,7,A,101,35
2019,9.033333333333333,1,D,86,10
2020,12.566666666666666,5,C,74,28
2022,2.2,1,B,178,48
2018,12.133333333333333,3,A,118,39
2019,2.2,4,D,58,9
2018,12.433333333333334,5,B,157,36
2020,10.633333333333333,2,D,73,12
2024,1.4666666666666668,1,B,167,56
2021,6.0,2,B,171,43
2025,6.366666666666666,4,B,183,54
2023,7.233333333333333,6,D,90,5
2023,3.2333333333333334,3,D,80,17
2024,7.833333333333333,5,D,83,15
2022,4.7,5,A,135,42
2025,2.9,5,B,193,57
2020,11.0,7,B,139,39
2021,8.466666666666667,7,A,118,41
2024,10.3,4,A,133,36
2021,8.966666666666667,1,D,78,12
2023,5.666666666666667,7,A,114,37
2019,3.533333333333333,7,D,71,13
2023,7.666666666666667,5,B,155,34
2019,4.4,6,B,169,39
2020,2.066666666666667,1,C,94,27
2019,4.366666666666666,5,A,98,28
2019,6.9,5,A,119,41
2022,1.6666666666666665,5,B,173,50
2019,5.4,1,C,95,26
2024,8.166666666666666,2,D,90,18
2025,8.166666666666666,3,A,119,44
2019,10.633333333333333,7,C,79,17
2018,2.8333333333333335,1,C,80,20
2019,5.833333333333333,7,A,130,28
2018,9.4,4,B,160,31
2018,4.666666666666667,6,B,165,32
2023,8.966666666666667,3,B,165,41
2024,5.1,6,A,126,38
2024,5.5,4,B,196,52
2023,2.9,2,C,105,32
2023,1.6,4,D,57,5
2022,2.1,5,B,167,49
2024,3.4,3,D,79,17
2019,3.6333333333333333,3,A,101,28
2023,6.966666666666667,5,D,79,14
2024,5.4,1,D,83,16
2024,8.6,1,C,93,39
2018,11.7,4,B,141,35
2018,3.066666666666667,6,C,93,20
2023,8.9,1,A,149,47
2025,5.033333333333333,5,D,71,10
2024,8.733333333333333,5,C,115,36
2020,12.5,3,D,66,13
2023,8.933333333333334,2,A,138,48
2021,11.933333333333334,1,D,78,14
2019,1.4333333333333333,1,A,132,47
2022,1.1333333333333333,3,B,133,32
2018,11.7,4,D,61,11
2019,1.1,5,A,128,53
2018,9.7,6,A,135,39
2022,3.0,2,A,118,42
2021,6.666666666666667,1,C,90,28
2021,3.033333333333333,2,D,78,22
2018,9.9,5,A,101,24
2018,3.3,6,C,95,34
2021,2.1333333333333333,5,C,82,29
2021,8.8,3,B,179,55
2018,9.233333333333333,6,C,107,21
2021,7.0,4,C,78,25
2021,9.066666666666666,5,C,132,31
2020,12.766666666666666,4,C,65,18
2018,3.5666666666666664,7,A,109,23
2021,3.2333333333333334,1,D,62,9
2020,6.133333333333334,5,A,102,38
2023,9.5,6,D,72,9
2024,2.1666666666666665,2,A,117,39
2022,7.433333333333334,4,D,82,14
2022,6.466666666666667,3,B,184,55
2023,9.1,1,A,138,48
2020,1.3333333333333333,6,C,78,14
2023,12.633333333333333,3,A,130,49
2019,4.1,4,C,73,22
2022,11.733333333333333,3,D,79,6
2019,7.033333333333333,2,B,162,47
2019,8.766666666666666,6,A,118,34
2021,12.566666666666666,6,B,164,41
2019,1.8666666666666667,7,B,141,27
2020,10.466666666666667,4,C,88,28
2018,5.0,2,C,95,28
2025,5.033333333333333,5,C,119,33
2020,5.266666666666667,6,A,79,20
2018,11.233333333333333,4,C,95,34
2022,5.1,3,C,101,24
2020,9.633333333333333,7,D,69,15
2019,7.666666666666667,7,B,141,33
2024,6.1,2,C,99,36
2024,12.233333333333333,7,C,91,34
2021,7.433333333333334,3,A,119,26
2023,12.2,4,D,73,15
2018,8.6,7,C,87,22
2020,6.366666666666666,5,A,97,31
2022,2.2666666666666666,3,B,168,41
2019,3.9,4,A,126,48
2023,5.233333333333333,1,A,127,51
2020,3.0,7,B,186,38
2021,1.3333333333333333,1,A,105,39
2024,9.266666666666667,1,D,72,17
2021,1.1333333333333333,2,A,132,39
2021,7.933333333333334,4,B,154,35
2023,4.933333333333334,6,A,108,43
2019,3.1,1,C,93,29
2023,8.4,7,C,105,23
2025,1.5333333333333332,5,C,99,36
2020,12.966666666666667,3,D,58,11
2022,3.5666666666666664,5,D,85,10
2024,5.7,3,D,76,12
2020,2.2333333333333334,6,A,143,35
2024,11.0,4,D,71,11
2024,12.166666666666666,5,D,68,13
2023,7.533333333333333,1,B,193,52
2022,12.766666666666666,6,C,77,22
2019,13.0,2,A,106,40
2018,2.033333333333333,5,D,62,11
2023,12.9,4,D,63,6
2023,11.2,2,D,62,8
2024,10.6,6,B,191,46
2024,3.8333333333333335,2,B,144,49
2023,3.4333333333333336,2,D,79,10
2019,5.033333333333333,4,C,89,26
2018,1.5333333333333332,3,A,113,33
2020,6.0,1,A,99,35
2020,2.6666666666666665,5,C,104,37
2020,3.8666666666666667,5,B,107,28
2018,4.633333333333333,5,B,150,27
2021,3.8666666666666667,6,C,89,30
2023,5.733333333333333,2,A,120,42
2024,3.5666666666666664,1,C,108,39
2022,11.3,4,A,133,38
2025,3.5,7,C,117,24
2018,3.1,7,A,126,40
2019,11.033333333333333,6,B,167,28
2023,8.966666666666667,3,D,73,16
2024,4.6,5,C,99,35
2019,5.4,1,D,78,18
2024,8.3,6,D,67,12
2020,11.766666666666666,2,A,112,42
2020,10.366666666666667,1,B,185,47
2023,3.0,3,C,84,24
2025,3.7,6,C,104,36
2023,8.666666666666666,1,B,200,45
2023,6.533333333333333,6,C,104,38
2023,9.033333333333333,6,A,139,52
2020,9.2,1,A,115,36
2023,10.166666666666666,5,A,114,31
2023,5.2,7,B,185,43
2021,9.933333333333334,3,D,83,12
2022,6.333333333333333,6,D,72,11
2024,10.8,5,A,130,45
2021,1.9,4,C,68,28
2019,7.966666666666667,2,A,121,33
2023,1.9,6,D,67,10
2021,6.366666666666666,6,B,167,39
2022,2.3666666666666667,6,C,92,28
2019,3.1666666666666665,3,D,66,8
2020,10.0,4,B,145,29
2023,8.3,4,D,73,16
2023,10.166666666666666,5,B,174,30
2018,4.066666666666666,2,C,85,32
2023,5.933333333333334,1,A,126,35
2019,7.766666666666667,3,A,112,34
2023,3.2333333333333334,3,C,103,24
2018,5.533333333333333,4,B,148,47
2018,8.433333333333334,2,D,78,18
2020,5.1,1,A,102,43
2023,12.666666666666666,4,C,118,27
2018,9.866666666666667,4,B,155,39
2021,6.933333333333334,2,A,150,42
2020,7.233333333333333,3,C,96,24
2020,7.566666666666666,6,D,63,10
2024,4.9,7,B,158,37
2021,7.366666666666666,1,D,90,17
2024,2.7666666666666666,6,C,109,29
2022,10.133333333333333,3,A,117,34
2019,12.4,5,D,65,15
2021,10.4,3,A,113,35
2020,4.0,3,A,89,21
2021,5.733333333333333,7,D,66,14
2021,6.3,4,D,74,15
2025,4.5,3,C,118,48
2024,2.533333333333333,6,B,164,35
2024,2.7,4,D,73,14
2019,10.566666666666666,5,D,72,13
2024,10.0,2,D,80,13
2024,10.5,3,B,182,43
2018,12.566666666666666,2,D,59,12
2018,5.133333333333334,6,D,78,15
2020,3.2666666666666666,1,D,80,13
2024,7.1,4,B,160,48
2022,5.3,2,A,129,40
2024,6.533333333333333,1,A,155,35
2023,4.733333333333333,7,B,184,47
2024,7.1,4,C,94,28
2018,10.933333333333334,1,C,94,30
2019,10.666666666666666,1,D,84,16
2019,7.9,7,C,83,22
2020,2.6333333333333333,4,A,135,43
2025,7.166666666666667,7,A,112,41
2022,5.366666666666666,4,B,141,41
2021,10.0,5,C,116,31
2020,6.766666666666667,3,B,165,44
2022,10.233333333333333,6,B,180,43
2019,9.766666666666666,2,D,73,13
2018,5.433333333333334,1,C,85,27
2025,4.333333333333333,5,B,174,61
2018,3.8333333333333335,1,D,77,15
2022,12.933333333333334,4,B,172,50
2023,1.8,3,D,66,14
2020,1.4,1,C,77,21
2018,10.633333333333333,6,B,163,31
2023,11.133333333333333,7,C,99,28
2020,1.8666666666666667,1,A,150,40
2023,8.0,2,B,159,32
2024,2.466666666666667,4,B,174,39
2018,12.066666666666666,1,A,145,37
2020,10.433333333333334,3,A,102,29
2018,6.066666666666666,7,D,80,15
2024,5.733333333333333,4,D,72,17
2022,8.333333333333334,4,D,98,17
2022,10.1,2,B,180,44
2024,1.1333333333333333,5,D,74,12
2025,2.2666666666666666,7,A,115,43
2018,12.966666666666667,7,B,176,39
2019,3.8666666666666667,3,B,158,40
2022,5.233333333333333,7,B,177,40
2022,10.266666666666667,7,C,99,25
2023,11.7,3,D,79,8
2019,4.533333333333333,3,C,82,28
2024,9.466666666666667,7,D,79,10
2023,11.433333333333334,2,C,95,37
2025,1.6,7,A,129,42
2018,4.133333333333334,4,B,137,37
2024,9.433333333333334,6,A,102,37
2020,1.5666666666666667,6,B,137,36
2024,5.233333333333333,3,B,154,45
2023,12.666666666666666,4,B,166,48
2018,8.233333333333333,3,A,134,46
2022,10.5,7,C,106,30
2023,11.666666666666666,2,C,106,35
2019,11.866666666666667,3,D,68,14
2021,2.3,3,C,74,23
2020,3.2,6,A,122,39
2022,5.133333333333334,4,A,140,41
2019,2.7333333333333334,6,A,118,31
2022,10.733333333333333,7,B,199,48
2020,4.166666666666667,1,C,59,18
2024,4.533333333333333,3,A,117,34
2018,1.3333333333333333,4,A,100,31
2023,2.3666666666666667,7,C,82,24
2019,9.933333333333334,7,C,85,29
2024,6.033333333333333,7,D,83,13
2021,10.4,3,C,78,31
2019,12.9,6,A,115,32
2020,2.1,2,C,95,26
2021,6.566666666666666,5,D,60,10
2025,7.933333333333334,2,B,173,43
2020,5.9,4,D,73,10
2020,9.3,4,C,86,30
2020,1.9333333333333333,3,A,130,46
2021,3.4333333333333336,7,C,82,23
2025,5.466666666666667,4,D,77,21
2021,10.066666666666666,7,C,91,28
2020,11.9,6,D,52,7
2019,12.933333333333334,7,C,95,36
2023,3.533333333333333,5,A,123,46
2018,6.633333333333333,3,B,162,40
2018,5.8,5,B,138,30
2022,2.8,5,A,108,30
2025,5.366666666666666,1,B,206,65
2018,8.966666666666667,4,C,87,29
2022,12.766666666666666,6,B,146,37
2020,4.0,3,C,52,15
2018,9.966666666666667,7,D,73,15
2019,10.433333333333334,1,D,74,14
2018,5.766666666666667,4,B,150,43
2019,4.666666666666667,7,B,165,31
2021,7.8,7,A,136,41
2018,6.6,2,C,79,22
2023,8.933333333333334,2,C,99,28
2018,9.566666666666666,2,D,70,9
2024,8.233333333333333,4,B,146,38
2024,6.333333333333333,2,B,187,48
2024,10.3,4,B,162,42
2024,5.4,1,C,134,39
2024,11.6,2,C,96,31
2025,8.4,3,B,188,53
2024,9.066666666666666,2,A,146,48
2021,6.033333333333333,3,C,96,28
2018,3.066666666666667,6,D,75,10
2021,11.433333333333334,7,A,137,42
2020,6.566666666666666,4,C,84,26
2023,5.2,7,C,100,30
2023,11.233333333333333,3,B,197,46
2022,11.966666666666667,3,B,158,39
2023,7.733333333333333,7,C,114,35
2022,1.0,6,A,115,31
2019,10.0,2,A,108,29
2019,4.433333333333334,7,A,143,44
2025,1.9,2,C,112,39
2023,11.5,4,C,103,34
2018,1.4,6,A,116,43
2025,3.1333333333333333,3,C,110,39
2021,3.1,4,D,55,11
2024,7.166666666666667,6,C,101,29
2025,1.2333333333333334,3,C,106,30
2024,11.566666666666666,1,D,72,17
2025,2.7,6,D,62,8
2019,4.0,7,A,120,35
2024,10.033333333333333,3,A,127,39
2018,12.833333333333334,3,C,93,31
2021,12.133333333333333,7,C,82,18
2023,4.3,1,A,149,48
2021,12.333333333333334,6,A,124,37
2022,5.2,6,B,166,39
2025,4.7,2,D,64,15
2022,9.0,4,C,90,30
2021,1.2333333333333334,5,C,83,21
2018,8.666666666666666,2,D,79,11
2022,6.033333333333333,4,A,134,43
2022,6.433333333333334,2,A,115,32
2024,8.666666666666666,3,A,136,41
2019,12.6,4,C,90,19
2018,5.033333333333333,3,C,91,33
2018,12.166666666666666,4,D,54,8
2025,1.9,2,D,59,18
2025,2.6666666666666665,5,D,61,6
2025,8.933333333333334,5,D,81,8
2018,8.233333333333333,3,C,95,33
2025,5.666666666666667,3,A,127,41
2020,12.566666666666666,5,A,119,42
2023,5.5,2,C,114,39
2024,1.3,3,A,129,33
2019,6.433333333333334,5,D,78,13
2025,3.9333333333333336,6,B,153,40
2019,11.433333333333334,4,D,71,18
2018,6.1,1,D,80,17
2021,9.9,2,B,169,39
2022,4.133333333333334,2,C,101,33
2022,8.4,6,B,192,44
2021,6.866666666666667,7,B,178,54
2019,1.6,6,A,113,33
2021,2.0,7,B,132,30
2020,5.433333333333334,4,D,43,14
2025,1.7,3,A,120,41
2020,11.6,4,D,68,12
2018,2.4333333333333336,3,D,68,14
2022,4.2,4,A,108,36
2021,11.333333333333334,4,C,77,21
2020,6.5,2,C,67,22
2024,5.133333333333334,7,B,194,44
2024,4.1,4,A,144,54
2025,4.466666666666667,2,C,102,32
2018,3.2,3,A,133,42
2019,1.3333333333333333,5,B,150,36
2019,10.333333333333334,5,C,85,27
2025,2.8666666666666667,4,B,197,47
2020,5.933333333333334,5,D,58,12
2019,12.833333333333334,4,D,88,13
2021,8.4,5,A,133,38
2024,11.5,6,C,83,22
2018,3.2666666666666666,5,A,119,40
2018,6.166666666666667,3,D,58,9
2023,9.933333333333334,5,C,116,37
2020,12.1,5,A,120,43
2018,5.8,5,C,90,25
2022,9.8,7,C,106,35
